,ГОСТ,Размер,Наименование,Компания,Город,Тип_продукции,Размер_A,Типоразмер,Марка,Примечание_для_размера,Размер_B,Толщина,Диапазон_min,Диапазон_max,Размер_C,Минимальная_длина,Максимальная_длина,Упаковка,Примечание_для_цены,Тип_материала,Основная_марка,Свариваемость,Тип_стандарта,Номер_стандарта,Год_стандарта,Категория_цены,Звоните,Цена,Условие_цены
9581,,С13  0.5х1150(1170),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,13.0,,,,0.5,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,830.0,
9582,,С10  0.5х1130(1155),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,10.0,,,,0.5,,,,1130.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,826.0,
9583,,С8  0.5х1150(1200),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,8.0,,,,0.5,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,799.0,
9584,,С44  0.45х1000(1047),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,44.0,,,,0.45,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,774.0,
9585,,НС35  0.5х1000(1060),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,35.0,,,,0.5,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,683.0,
9586,,СП20  0.5х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,20.0,,,,0.5,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,829.0,
9587,,НС35  0.45х1000(1060),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,35.0,,,,0.45,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,769.0,
9588,,С21  0.45х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,21.0,,,,0.45,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,764.0,
9589,,СП20  0.5х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,20.0,,,,0.5,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,629.0,
9590,,СП20  0.45х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,20.0,,,,0.45,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,699.0,
9591,,С18  0.5х1150(1190),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,18.0,,,,0.5,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,607.0,
9592,,С18  0.45х1150(1190),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,18.0,,,,0.45,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,704.0,
9593,,С10  0.5х1130(1155),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,10.0,,,,0.5,,,,1130.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,626.0,
9594,,С21  0.5х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,21.0,,,,0.5,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,688.0,
9595,,С21  0.5х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,21.0,,,,0.5,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,904.0,
9596,,НС35  0.5х1000(1060),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,35.0,,,,0.5,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,904.0,
9597,,С44  0.5х1000(1047),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,44.0,,,,0.5,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,904.0,
9598,,С18  0.7х1150(1190),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,18.0,,,,0.7,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1068.0,
9599,,НС35  0.8х1000(1060),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,35.0,,,,0.8,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1279.0,
9600,,С10  0.7х1130(1155),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,10.0,,,,0.7,,,,1130.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1029.0,
9601,,С8  0.7х1150(1200),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,8.0,,,,0.7,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,994.0,
9602,,Н75  0.65х750(800),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,75.0,,,,0.65,,,,750.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1498.0,
9603,,Н60  0.65х845(902),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,60.0,,,,0.65,,,,845.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1244.0,
9604,,Н57  0.65х750(801),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,57.0,,,,0.65,,,,750.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1300.0,
9605,,С44  0.65х1000(1047),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,44.0,,,,0.65,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1069.0,
9606,,НС35  0.65х1000(1060),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,35.0,,,,0.65,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1069.0,
9607,,С21  0.65х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,21.0,,,,0.65,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1083.0,
9608,,СП20  0.65х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,20.0,,,,0.65,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,984.0,
9609,,С18  0.65х1150(1190),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,18.0,,,,0.65,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,994.0,
9610,,С13  0.65х1150(1170),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,13.0,,,,0.65,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,978.0,
9611,,С10  0.65х1130(1155),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,10.0,,,,0.65,,,,1130.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,979.0,
9612,,С8  0.65х1150(1200),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,8.0,,,,0.65,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,944.0,
9613,,С13  0.45х1150(1170),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,13.0,,,,0.45,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,712.0,
9614,,СП20  0.7х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,20.0,,,,0.7,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1029.0,
9615,,С8  0.5х1150(1200),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,8.0,,,,0.5,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,603.0,
9616,,Н60  0.45х845(902),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,60.0,,,,0.45,,,,845.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,711.0,
9617,,С8  0.45х1150(1200),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,8.0,,,,0.45,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,535.0,
9618,,С8  0.45х1150(1200),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,8.0,,,,0.45,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,528.0,
9619,,С8  0.35х1150(1200),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,8.0,,,,0.35,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,464.0,
9620,,НС35  0.4х1000(1060),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,35.0,,,,0.4,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,598.0,
9621,,С21  0.4х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,21.0,,,,0.4,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,544.0,
9622,,СП20  0.4х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,20.0,,,,0.4,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,497.0,
9623,,С10  0.45х1130(1155),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,10.0,,,,0.45,,,,1130.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,548.0,
9624,,С10  0.4х1130(1155),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,10.0,,,,0.4,,,,1130.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,495.0,
9625,,Н60  0.7х845(902),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,60.0,,,,0.7,,,,845.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1304.0,
9626,,Н75  0.7х750(800),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,75.0,,,,0.7,,,,750.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1588.0,
9627,,Н75  0.8х750(800),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,75.0,,,,0.8,,,,750.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1668.0,
9628,,Н60  0.8х845(902),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,60.0,,,,0.8,,,,845.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1488.0,
9629,,Н57  0.8х750(801),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,57.0,,,,0.8,,,,750.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1466.0,
9630,,С44  0.8х1000(1047),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,44.0,,,,0.8,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1289.0,
9631,,С8  0.4х1150(1200),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,8.0,,,,0.4,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,476.0,
9632,,С10  0.45х1130(1155),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,10.0,,,,0.45,,,,1130.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,556.0,
9633,,С18  0.45х1150(1190),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,18.0,,,,0.45,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,532.0,
9634,,С18  0.45х1150(1190),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,18.0,,,,0.45,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,539.0,
9635,,С8  0.45х1150(1200),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,8.0,,,,0.45,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,684.0,
9636,,С44  0.45х1000(1047),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,44.0,,,,0.45,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,613.0,
9637,,С21  0.4х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,21.0,,,,0.4,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,604.0,
9638,,СП20  0.4х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,20.0,,,,0.4,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,559.0,
9639,,С18  0.4х1150(1190),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,18.0,,,,0.4,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,540.0,
9640,,С13  0.4х1150(1170),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,13.0,,,,0.4,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,563.0,
9641,,С10  0.4х1130(1155),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,10.0,,,,0.4,,,,1130.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,532.0,
9642,,С8  0.4х1150(1200),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,8.0,,,,0.4,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,539.0,
9643,,С44  0.45х1000(1047),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,44.0,,,,0.45,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,605.0,
9644,,НС35  0.45х1000(1060),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,35.0,,,,0.45,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,605.0,
9645,,НС35  0.45х1000(1060),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,35.0,,,,0.45,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,598.0,
9646,,С21  0.45х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,21.0,,,,0.45,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,610.0,
9647,,С21  0.45х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,21.0,,,,0.45,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,603.0,
9648,,СП20  0.45х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,20.0,,,,0.45,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,558.0,
9649,,СП20  0.45х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,20.0,,,,0.45,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,551.0,
9650,,С10  0.45х1130(1155),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,10.0,,,,0.45,,,,1130.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,699.0,
9651,,С21  0.7х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,21.0,,,,0.7,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1129.0,
9652,,С13  0.7х1150(1170),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,13.0,,,,0.7,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1029.0,
9653,,С44  0.7х1000(1047),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,44.0,,,,0.7,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1129.0,
9654,,С21  0.7х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,21.0,,,,0.7,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,830.0,
9655,,НС35  0.7х1000(1060),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,35.0,,,,0.7,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,822.0,
9656,,С44  0.5х1000(1047),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,44.0,,,,0.5,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,904.0,
9657,,НС35  0.5х1000(1060),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,35.0,,,,0.5,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,894.0,
9658,,НС35  0.7х1000(1060),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,35.0,,,,0.7,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1124.0,
9659,,СП20  0.5х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,20.0,,,,0.5,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,824.0,
9660,,С18  0.5х1150(1190),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,18.0,,,,0.5,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,824.0,
9661,,С13  0.5х1150(1170),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,13.0,,,,0.5,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,825.0,
9662,,С10  0.5х1130(1155),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,10.0,,,,0.5,,,,1130.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,821.0,
9663,,С8  0.5х1150(1200),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,8.0,,,,0.5,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,794.0,
9664,,С44  0.45х1000(1047),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,44.0,,,,0.45,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,774.0,
9665,,С44  0.7х1000(1047),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,44.0,,,,0.7,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,833.0,
9666,,НС35  0.45х1000(1060),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,35.0,,,,0.45,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,769.0,
9667,,Н60  0.7х845(902),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,60.0,,,,0.7,,,,845.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,966.0,
9668,,С21  0.45х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,21.0,,,,0.45,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,764.0,
9669,,Н75  0.7х750(800),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,75.0,,,,0.7,,,,750.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1090.0,
9670,,СП20  0.45х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,20.0,,,,0.45,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,699.0,
9671,,С13  0.35х1150(1170),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,13.0,,,,0.35,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,486.0,
9672,,С18  0.35х1150(1190),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,18.0,,,,0.35,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,482.0,
9673,,СП20  0.35х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,20.0,,,,0.35,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,484.0,
9674,,С21  0.35х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,21.0,,,,0.35,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,524.0,
9675,,С8  0.4х1150(1200),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,8.0,,,,0.4,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,524.0,
9676,,С10  0.4х1130(1155),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,10.0,,,,0.4,,,,1130.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,518.0,
9677,,СП20  0.7х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,20.0,,,,0.7,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,758.0,
9678,,С13  0.4х1150(1170),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,13.0,,,,0.4,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,548.0,
9679,,СП20  0.4х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,20.0,,,,0.4,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,554.0,
9680,,С21  0.4х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,21.0,,,,0.4,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,599.0,
9681,,С8  0.45х1150(1200),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,8.0,,,,0.45,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,669.0,
9682,,С10  0.45х1130(1155),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,10.0,,,,0.45,,,,1130.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,699.0,
9683,,С13  0.45х1150(1170),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,13.0,,,,0.45,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,696.0,
9684,,С18  0.45х1150(1190),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,18.0,,,,0.45,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,719.0,
9685,,С18  0.4х1150(1190),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,18.0,,,,0.4,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,551.0,
9686,,С10  0.65х1130(1155),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,10.0,,,,0.65,,,,1130.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,979.0,
9687,,С21  0.5х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,21.0,,,,0.5,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,904.0,
9688,,С13  0.65х1150(1170),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,13.0,,,,0.65,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,968.0,
9689,,С18  0.7х1150(1190),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Екатеринбург,Габарит,18.0,,,,0.7,,,,1150.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,733.0,
9690,,С21  0.7х1000(1051),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,21.0,,,,0.7,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1114.0,
9691,,НС35  0.7х1000(1060),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,35.0,,,,0.7,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1114.0,
9692,,С44  0.7х1000(1047),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,44.0,,,,0.7,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1114.0,
9693,,Н57  0.7х750(801),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,57.0,,,,0.7,,,,750.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1492.0,
9694,,Н60  0.7х845(902),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,60.0,,,,0.7,,,,845.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1289.0,
9695,,СП20  0.7х1100(1150),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,20.0,,,,0.7,,,,1100.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1029.0,
9696,,Н75  0.7х750(800),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,75.0,,,,0.7,,,,750.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1573.0,
9697,,НС35  0.8х1000(1060),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,35.0,,,,0.8,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1239.0,
9698,,С44  0.8х1000(1047),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,44.0,,,,0.8,,,,1000.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1254.0,
9699,,Н57  0.8х750(801),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,57.0,,,,0.8,,,,750.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1457.0,
9700,,Н60  0.8х845(902),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,60.0,,,,0.8,,,,845.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1438.0,
9701,,Н75  0.8х750(800),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Иркутск,Габарит,75.0,,,,0.8,,,,750.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1658.0,
9702,,Н57  0.7х750(801),Профнастил окраш.  25мкм полиэстер,Сталепромышленная компания,Абакан,Габарит,57.0,,,,0.7,,,,750.0,,,,,Не указан,не указан,0,не указан,,0,р./м2,False,1492.0,
