,ГОСТ,Размер,Наименование,Компания,Город,Тип_продукции,Размер_A,Типоразмер,Марка,Примечание_для_размера,Размер_B,Толщина,Диапазон_min,Диапазон_max,Размер_C,Минимальная_длина,Максимальная_длина,Упаковка,Примечание_для_цены,Тип_материала,Основная_марка,Свариваемость,Тип_стандарта,Номер_стандарта,Год_стандарта,Категория_цены,Звоните,Цена,Условие_цены
2249,ГОСТ Р 57837-2017,25К1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,25.0,К1,,,,,,,12.0,12.0,,,Сталь,с245,0,ГОСТР,57837,0,р./т,False,85900.0,>10т
2250,ГОСТ Р 57837-2017,25К1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,25.0,К1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,85900.0,>10т
2251,ГОСТ 35087-2024,40К2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,К2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,98200.0,>10т
2252,ГОСТ Р 57837-2017,40К2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,К2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,98200.0,>10т
2253,ГОСТ Р 57837-2017,40Ш1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,77300.0,>10т
2254,ГОСТ 35087-2024,40Ш2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,77300.0,>10т
2255,ГОСТ Р 57837-2017,40Ш2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,77300.0,>10т
2256,ГОСТ Р 57837-2017,40Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,Б1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,84200.0,>10т
2257,ГОСТ 35087-2024,40Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,Б1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,35087,0,р./т,False,84200.0,>10т
2258,ГОСТ Р 57837-2017,40Б2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,Б2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,84200.0,>10т
2259,ГОСТ 35087-2024,40Б2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,Б2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,35087,0,р./т,False,84200.0,>10т
2260,ГОСТ Р 57837-2017,40К1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,К1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,102600.0,>10т
2261,ГОСТ Р 57837-2017,40К2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,К2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,104100.0,>10т
2262,ГОСТ 35087-2024,40К4,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,К4,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,35087,0,р./т,False,104100.0,>10т
2263,ГОСТ Р 57837-2017,40Ш1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,83200.0,>10т
2264,ГОСТ 35087-2024,40Ш2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,35087,0,р./т,False,83200.0,>10т
2265,ГОСТ Р 57837-2017,45Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,45.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,77200.0,>10т
2266,ГОСТ Р 57837-2017,45Б2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,45.0,Б2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,77200.0,>10т
2267,ГОСТ 19425-74,45М,Балка,Сталепромышленная компания,Барнаул,Нестандартный,,,,45М,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,19425,0,р./т,False,144000.0,>10т
2268,ГОСТ Р 57837-2017,45Ш1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,45.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,81000.0,>10т
2269,ГОСТ Р 57837-2017,45Ш2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,45.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,81000.0,>10т
2270,ГОСТ 35087-2024,40К1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,К1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,96700.0,>10т
2271,ГОСТ Р 57837-2017,45Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,45.0,Б1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,83100.0,>10т
2272,ГОСТ Р 57837-2017,40К1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,К1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,96700.0,>10т
2273,ГОСТ 35087-2024,40Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,78300.0,>10т
2274,ГОСТ 35087-2024,35Б2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,Б2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,80200.0,>10т
2275,ГОСТ Р 57837-2017,35Б2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,Б2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,80200.0,>10т
2276,ГОСТ Р 57837-2017,35К1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,К1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,78300.0,>10т
2277,ГОСТ 35087-2024,35К2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,К2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,83200.0,>10т
2278,ГОСТ Р 57837-2017,35К2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,К2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,83200.0,>10т
2279,ГОСТ Р 57837-2017,35Ш1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,78300.0,>10т
2280,ГОСТ 35087-2024,35Ш2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,78300.0,>10т
2281,ГОСТ Р 57837-2017,35Ш2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,78300.0,>10т
2282,ГОСТ Р 57837-2017,35Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,Б1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,86100.0,>10т
2283,ГОСТ Р 57837-2017,35Б2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,Б2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,86100.0,>10т
2284,ГОСТ 35087-2024,35К1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,К1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,35087,0,р./т,False,84200.0,>10т
2285,ГОСТ Р 57837-2017,35К1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,К1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,84200.0,>10т
2286,ГОСТ Р 57837-2017,35К2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,К2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,89100.0,>10т
2287,ГОСТ 35087-2024,35К2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,К2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,35087,0,р./т,False,89100.0,>10т
2288,ГОСТ Р 57837-2017,35Ш1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,84200.0,>10т
2289,ГОСТ 35087-2024,35Ш1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,35087,0,р./т,False,84200.0,>10т
2290,ГОСТ Р 57837-2017,35Ш2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,84200.0,>10т
2291,ГОСТ 19425-74,36М,Балка,Сталепромышленная компания,Барнаул,Нестандартный,,,,36М,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,19425,0,р./т,False,140000.0,>10т
2292,ГОСТ Р 57837-2017,40Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,78300.0,>10т
2293,ГОСТ Р 57837-2017,40Б2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,40.0,Б2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,78300.0,>10т
2294,ГОСТ Р 57837-2017,45Б2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,45.0,Б2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,83100.0,>10т
2295,ГОСТ Р 57837-2017,45Ш1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,45.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,86900.0,>10т
2296,ГОСТ 35087-2024,45Ш2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,45.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,35087,0,р./т,False,86900.0,>10т
2297,ГОСТ Р 57837-2017,50Б2,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,50.0,Б2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,85900.0,>10т
2298,ГОСТ Р 57837-2017,40Б1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,40.0,Б1,,,,,,,12.0,12.0,,,Сталь,3пс5,0,ГОСТР,57837,0,р./т,False,85900.0,>10т
2299,ГОСТ Р 57837-2017,40Б1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,40.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,85900.0,>10т
2300,ГОСТ Р 57837-2017,40Б1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,40.0,Б1,,,,,,,12.0,12.0,,,Сталь,с245,0,ГОСТР,57837,0,р./т,False,85900.0,>10т
2301,ГОСТ 35087-2024,40Б1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,40.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,85900.0,>10т
2302,ГОСТ Р 57837-2017,35К1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,35.0,К1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,85900.0,>10т
2303,ГОСТ Р 57837-2017,35Б1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,35.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,87400.0,>10т
2304,ГОСТ 35087-2024,30Ш1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,30.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,85900.0,>10т
2305,ГОСТ Р 57837-2017,30Ш1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,30.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,85900.0,>10т
2306,ГОСТ 35087-2024,30К1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,30.0,К1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,85900.0,>10т
2307,ГОСТ Р 57837-2017,30К1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,30.0,К1,,,,,,,12.0,12.0,,,Сталь,3пс,0,ГОСТР,57837,0,р./т,False,85900.0,>10т
2308,ГОСТ Р 57837-2017,30К1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,30.0,К1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,85900.0,>10т
2309,ГОСТ 35087-2024,30Б1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,30.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,87400.0,>10т
2310,ГОСТ Р 57837-2017,30Б1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,30.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,87400.0,>10т
2311,ГОСТ 35087-2024,25Ш1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,25.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,89000.0,>10т
2312,ГОСТ Р 57837-2017,25Ш1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,25.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с245,0,ГОСТР,57837,0,р./т,False,89000.0,>10т
2313,ГОСТ Р 57837-2017,25Ш1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,25.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,89000.0,>10т
2314,ГОСТ Р 57837-2017,25Ш1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,25.0,Ш1,,,,,,,12.0,12.0,,,Сталь,3пс5,0,ГОСТР,57837,0,р./т,False,89000.0,>10т
2315,ГОСТ Р 57837-2017,25К1,Балка,Сталепромышленная компания,Владивосток,Профиль ГОСТ/СТО,,25.0,К1,,,,,,,12.0,12.0,,,Сталь,3пс,0,ГОСТР,57837,0,р./т,False,85900.0,>10т
2316,ГОСТ 35087-2024,70Ш3,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,70.0,Ш3,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,35087,0,р./т,False,96400.0,>10т
2317,ГОСТ Р 57837-2017,70Ш1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,70.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,94500.0,>10т
2318,ГОСТ Р 57837-2017,70Ш1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,70.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,88500.0,>10т
2319,ГОСТ Р 57837-2017,70Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,70.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,79700.0,>10т
2320,ГОСТ Р 57837-2017,45Ш2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,45.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,86900.0,>10т
2321,ГОСТ Р 57837-2017,50Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,50.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,77200.0,>10т
2322,ГОСТ Р 57837-2017,50Б2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,50.0,Б2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,77200.0,>10т
2323,ГОСТ Р 57837-2017,50Ш1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,50.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,77300.0,>10т
2324,ГОСТ Р 57837-2017,50Ш2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,50.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,82200.0,>10т
2325,ГОСТ Р 57837-2017,50Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,50.0,Б1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,83100.0,>10т
2326,ГОСТ Р 57837-2017,50Ш1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,50.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,83200.0,>10т
2327,ГОСТ Р 57837-2017,50Ш2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,50.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,88100.0,>10т
2328,ГОСТ Р 57837-2017,55Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,55.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,77300.0,>10т
2329,ГОСТ 35087-2024,35Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,35.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,80200.0,>10т
2330,ГОСТ Р 57837-2017,55Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,55.0,Б1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,83200.0,>10т
2331,ГОСТ 35087-2024,60Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,60.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,77300.0,>10т
2332,ГОСТ Р 57837-2017,60Б2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,60.0,Б2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,82200.0,>10т
2333,ГОСТ Р 57837-2017,60Ш1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,60.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,90000.0,>10т
2334,ГОСТ Р 57837-2017,60Ш2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,60.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,91500.0,>10т
2335,ГОСТ 35087-2024,60Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,60.0,Б1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,35087,0,р./т,False,83200.0,>10т
2336,ГОСТ Р 57837-2017,60Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,60.0,Б1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,83200.0,>10т
2337,ГОСТ Р 57837-2017,60Б2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,60.0,Б2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,88100.0,>10т
2338,ГОСТ Р 57837-2017,60Ш1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,60.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,95900.0,>10т
2339,ГОСТ Р 57837-2017,60Ш2,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,60.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,97400.0,>10т
2340,ГОСТ Р 57837-2017,60Б1,Балка,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,60.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,77300.0,>10т
2341,ГОСТ 8239-89,16,Балка,Сталепромышленная компания,Казань,Число,16.0,,,,,,,,,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8239,0,р./т,False,130970.0,>10т
2342,ГОСТ 8239-89,10,Балка,Сталепромышленная компания,Екатеринбург,Число,10.0,,,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,8239,0,р./т,False,132500.0,>10т
2343,ГОСТ Р 57837-2017,16Б1,Балка,Сталепромышленная компания,Казань,Профиль ГОСТ/СТО,,16.0,Б1,,,,,,,12.0,12.0,,,Сталь,3пс5,0,ГОСТР,57837,0,р./т,False,122810.0,>10т
2344,ГОСТ Р 57837-2017,35К2,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,К2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,90700.0,>10т
2345,ГОСТ 35087-2024,35К2,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,К2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,35087,0,р./т,False,90700.0,>10т
2346,ГОСТ Р 57837-2017,35К1,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,К1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,85800.0,>10т
2347,ГОСТ 35087-2024,35К1,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,К1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,35087,0,р./т,False,85800.0,>10т
2348,ГОСТ Р 57837-2017,35Б2,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,Б2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,87700.0,>10т
2349,ГОСТ Р 57837-2017,35Б1,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,Б1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,87700.0,>10т
2350,ГОСТ Р 57837-2017,35Ш2,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,79800.0,>10т
2351,ГОСТ 35087-2024,35Ш2,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,79800.0,>10т
2352,ГОСТ Р 57837-2017,35Ш1,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,79800.0,>10т
2353,ГОСТ Р 57837-2017,35К2,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,К2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,84800.0,>10т
2354,ГОСТ 35087-2024,35К2,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,К2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,84800.0,>10т
2355,ГОСТ Р 57837-2017,35К1,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,К1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,79800.0,>10т
2356,ГОСТ 35087-2024,35Ш1,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,35087,0,р./т,False,85800.0,>10т
2357,ГОСТ Р 57837-2017,35Б2,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,Б2,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,81800.0,>10т
2358,ГОСТ Р 57837-2017,35Б1,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТР,57837,0,р./т,False,81800.0,>10т
2359,ГОСТ 35087-2024,35Б1,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,35.0,Б1,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,35087,0,р./т,False,81800.0,>10т
2360,ГОСТ Р 57837-2017,30Ш2,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,30.0,Ш2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,85800.0,>10т
2361,ГОСТ Р 57837-2017,30Ш1,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,30.0,Ш1,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,85800.0,>10т
2362,ГОСТ 19425-74,30М,Балка,Сталепромышленная компания,Иркутск,Нестандартный,,,,30М,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,19425,0,р./т,False,153000.0,>10т
2363,ГОСТ Р 57837-2017,30К2,Балка,Сталепромышленная компания,Иркутск,Профиль ГОСТ/СТО,,30.0,К2,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТР,57837,0,р./т,False,85800.0,>10т
