,ГОСТ,"Цена, р./пог.м","Цена, р./кг",Размер,"Цена, р./шт.","Цена, р./т",Доп. размер,Наименование,Сталь,"Цена, р./м2",Компания,Город
4216, ГОСТ 4543-2016 ГОСТ 2590-2006 ,,, 60,,55 700 ,н/д,Круг  2ГП без т/о В1,40Х,,Мечел-Сервис,Москва
4217, ГОСТ 4543-2016 ГОСТ 2590-2006 ,,, 40,,55 700 ,н/д,Круг  2ГП без т/о В1,40Х,,Мечел-Сервис,Москва
4218, ГОСТ 4543-2016 ГОСТ 2590-2006 ,,, 50,,55 700 ,н/д,Круг  2ГП без т/о В1,40Х,,Мечел-Сервис,Москва
4219, ГОСТ 1050-2013 ГОСТ 2590-2006 ,,, 100,,56 900 ,н/д,Круг  2ГП без т/о В1,ст35,,Мечел-Сервис,Москва
4220, ГОСТ 1050-2013 ГОСТ 2590-2006 ,,, 170,,56 900 ,н/д,Круг  2ГП без т/о В1,ст45,,Мечел-Сервис,Москва
4221, ГОСТ 4543-2016 ГОСТ 2590-2006 ,,, 90,,57 800 ,н/д,Круг  2ГП без т/о В1 II,40Х,,Мечел-Сервис,Москва
4222, ГОСТ 1050-2013 ГОСТ 2590-2006 ,,, 160,,56 900 ,н/д,Круг  2ГП без т/о В1 II,ст45,,Мечел-Сервис,Москва
4223, ГОСТ 4543-2016 ГОСТ 2590-2006 ,,, 75,,55 700 ,н/д,Круг  2ГП без т/о В1 II,40Х,,Мечел-Сервис,Москва
4224, ГОСТ 4543-2016 ГОСТ 2590-2006 ,,, 45,,55 700 ,н/д,Круг  2ГП без т/о В1 II,40Х,,Мечел-Сервис,Москва
4225, ГОСТ 1050-2013 ГОСТ 2590-2006 ,,, 40,,звоните ,н/д,Круг  2ГП без т/о В1 IV,ст10,,Мечел-Сервис,Москва
4226, ГОСТ 1050-2013 ГОСТ 2590-2006 ,,, 150,,56 900 ,н/д,Круг  2ГП без т/о В1 IV,ст35,,Мечел-Сервис,Москва
4227, ГОСТ 2590-2006 ГОСТ 5949-2018 ,,, 10,,245 700 ,н/д,Круг  2ГП т/о,40Х13,,Мечел-Сервис,Москва
4228, ГОСТ 2590-2006 ,,, 85,,214 400 ,н/д,Круг  3ГП ОБТ т/о,20Х13,,Мечел-Сервис,Москва
4229, ГОСТ 2590-2006 ГОСТ 5949-2018 ,,, 20,,236 300 ,н/д,Круг  3ГП ТО,40Х13,,Мечел-Сервис,Москва
4230, ГОСТ 1050-2013 ГОСТ 2590-2006 ,,, 30,,звоните ,н/д,Круг  3ГП без т/о В1,ст10,,Мечел-Сервис,Москва
4231, ГОСТ 2590-2006 ГОСТ 5949-2018 ,,, 20,,236 300 ,н/д,Круг  3ГП т/о,20Х13,,Мечел-Сервис,Москва
4232, ГОСТ 2590-2006 ,,, 36,,214 400 ,н/д,Круг  3ГП т/о,20Х13,,Мечел-Сервис,Москва
4233, ГОСТ 2590-2006 ,,, 36,,214 400 ,н/д,Круг  3ГП т/о,40Х13,,Мечел-Сервис,Москва
4234, ГОСТ 2590-2006 ,,, 40,,214 400 ,н/д,Круг  3ГП т/о,40Х13,,Мечел-Сервис,Москва
4235, ГОСТ 2590-2006 ГОСТ 5949-2018 ,,, 45,,214 400 ,н/д,Круг  3ГП т/о,20Х13,,Мечел-Сервис,Москва
4236, ГОСТ 2590-2006 ,,, 45,,214 400 ,н/д,Круг  3ГП т/о,40Х13,,Мечел-Сервис,Москва
4237, ГОСТ 2590-2006 ,,, 56,,214 400 ,н/д,Круг  3ГП т/о,40Х13,,Мечел-Сервис,Москва
4238, ГОСТ 2590-2006 ГОСТ 5949-2018 ,,, 70,,214 400 ,н/д,Круг  3ГП т/о ОБТ,40Х13,,Мечел-Сервис,Москва
4239, ГОСТ 1435-99 ГОСТ 14955-77 ,,, 18,,звоните ,,Круг  h11 ТО,У8А,,Мечел-Сервис,Москва
4240, ,,, 130,,225 000 ,,Круг  Вираж,20Х13,,УТК-Сталь,Москва
4241, ,,, 160,,225 000 ,,Круг  Вираж,20Х13,,УТК-Сталь,Москва
4242, ,,, 105,,328 000 ,,Круг  Вираж,14Х17Н2,,УТК-Сталь,Москва
4243, ,,, 160,,630 000 ,,Круг  Вираж,08Х17Н13М2Т,,УТК-Сталь,Москва
4244, ,,, 160,,342 000 ,,Круг  Вираж,08Х18Н10Т,,УТК-Сталь,Москва
4245, ,,, 160,,328 000 ,,Круг  Вираж,14Х17Н2,,УТК-Сталь,Москва
4246, ,,, 110,,342 000 ,,Круг  Вираж,08Х18Н10Т,,УТК-Сталь,Москва
4247, ,,, 110,,604 000 ,,Круг  Вираж,08Х17Н13М2Т,,УТК-Сталь,Москва
4248, ,,, 130,,342 000 ,,Круг  Вираж,08Х18Н10Т,,УТК-Сталь,Москва
4249, ,,, 150,,630 000 ,,Круг  Вираж,08Х17Н13М2Т,,УТК-Сталь,Москва
4250, ,,, 150,,342 000 ,,Круг  Вираж,08Х18Н10Т,,УТК-Сталь,Москва
4251, ,,, 125,,342 000 ,,Круг  Вираж,08Х18Н10Т,,УТК-Сталь,Москва
4252, ,,, 130,,328 000 ,,Круг  Вираж,14Х17Н2,,УТК-Сталь,Москва
4253, ,,, 140,,225 000 ,,Круг  Вираж,20Х13,,УТК-Сталь,Москва
4254, ,,, 250,,714 000 ,,Круг  Вираж,08Х17Н13М2Т,,УТК-Сталь,Москва
4255, ,,, 140,,630 000 ,,Круг  Вираж,08Х17Н13М2Т,,УТК-Сталь,Москва
4256, ,,, 140,,342 000 ,,Круг  Вираж,08Х18Н10Т,,УТК-Сталь,Москва
4257, ,,, 120,,604 000 ,,Круг  Вираж,08Х17Н13М2Т,,УТК-Сталь,Москва
4258, ,,, 150,,328 000 ,,Круг  Вираж,14Х17Н2,,УТК-Сталь,Москва
4259, ,,, 190,,342 000 ,,Круг  Вираж,08Х18Н10Т,,УТК-Сталь,Москва
4260, ,,, 170,,342 000 ,,Круг  Вираж,08Х18Н10Т,,УТК-Сталь,Москва
4261, ,,, 220,,667 000 ,,Круг  Вираж,08Х17Н13М2Т,,УТК-Сталь,Москва
4262, ,,, 360,,557 000 ,,Круг  Вираж,08Х18Н10Т,,УТК-Сталь,Москва
4263, ,,, 170,,328 000 ,,Круг  Вираж,14Х17Н2,,УТК-Сталь,Москва
4264, ,,, 400,,557 000 ,,Круг  Вираж,08Х18Н10Т,,УТК-Сталь,Москва
4265, ,,, 230,,714 000 ,,Круг  Вираж,08Х17Н13М2Т,,УТК-Сталь,Москва
4266, ,,, 250,,394 000 ,,Круг  Вираж,08Х18Н10Т,,УТК-Сталь,Москва
4267, ,,, 200,,363 000 ,,Круг  Вираж,08Х18Н10Т,,УТК-Сталь,Москва
4268, ,,, 180,,667 000 ,,Круг  Вираж,08Х17Н13М2Т,,УТК-Сталь,Москва
4269, ,,, 180,,342 000 ,,Круг  Вираж,08Х18Н10Т,,УТК-Сталь,Москва
4270, ,,, 220,,363 000 ,,Круг  Вираж,08Х18Н10Т,,УТК-Сталь,Москва
4271, ,,, 210,,667 000 ,,Круг  Вираж,08Х17Н13М2Т,,УТК-Сталь,Москва
4272, ,,, 270,,714 000 ,,Круг  Вираж,08Х17Н13М2Т,,УТК-Сталь,Москва
4273, ,,, 145,,630 000 ,,Круг  Вираж,08Х17Н13М2Т,,УТК-Сталь,Москва
4274, ,,, 100,,звоните ,,Круг  Г/К,15Х11МФ-Ш,,Завод Темп,Москва
4275, ,,, 120,,звоните ,,Круг  Г/К,15Х11МФ-Ш,,Завод Темп,Москва
4276, ,,, 56,,звоните ,,Круг  Г/К,ОХН3М,,Завод Темп,Москва
4277, ,,, 56,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4278, ,,, 70,,звоните ,,Круг  Г/К,25Х1МФ,,Завод Темп,Москва
4279, ,,, 56,,звоните ,,Круг  Г/К,20ХН3А,,Завод Темп,Москва
4280, ,,, 56,,звоните ,,Круг  Г/К,20Х2Н4А-Ш,,Завод Темп,Москва
4281, ,,, 56,,звоните ,,Круг  Г/К,12ХН3А,,Завод Темп,Москва
4282, ,,, 55,,696 000 ,,Круг  Г/К,45ХН2МФА-Ш,,Завод Темп,Москва
4283, ,,, 70,,звоните ,,Круг  Г/К,3Х3М3Ф,,Завод Темп,Москва
4284, ,,, 70,,864 000 ,,Круг  Г/К,12Х2Н4А-Ш,,Завод Темп,Москва
4285, ,,, 110,,звоните ,,Круг  Г/К,08Х17Н6Т,,Завод Темп,Москва
4286, ,,, 90,,звоните ,,Круг  Г/К,15Х11МФ-Ш,,Завод Темп,Москва
4287, ,,, 35,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4288, ,,, 60,,528 000 ,,Круг  Г/К,45ХН2МФА-Ш,,Завод Темп,Москва
4289, ,,, 60,,звоните ,,Круг  Г/К,30ХГСН2А,,Завод Темп,Москва
4290, ,,, 60,,звоните ,,Круг  Г/К,30ХГСА-Ш,,Завод Темп,Москва
4291, ,,, 60,,звоните ,,Круг  Г/К,3Х3М3Ф,,Завод Темп,Москва
4292, ,,, 60,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4293, ,,, 60,,звоните ,,Круг  Г/К,25Х1МФ,,Завод Темп,Москва
4294, ,,, 60,,звоните ,,Круг  Г/К,20Х3МВФ,,Завод Темп,Москва
4295, ,,, 60,,звоните ,,Круг  Г/К,18ХГТА,,Завод Темп,Москва
4296, ,,, 60,,звоните ,,Круг  Г/К,9Х2,,Завод Темп,Москва
4297, ,,, 60,,864 000 ,,Круг  Г/К,12Х2Н4А-Ш,,Завод Темп,Москва
4298, ,,, 58,,звоните ,,Круг  Г/К,C60,,Завод Темп,Москва
4299, ,,, 58,,696 000 ,,Круг  Г/К,45ХН2МФА-Ш,,Завод Темп,Москва
4300, ,,, 58,,звоните ,,Круг  Г/К,35ХГСА,,Завод Темп,Москва
4301, ,,, 58,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4302, ,,, 62,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4303, ,,, 65,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4304, ,,, 67,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4305, ,,, 67,,звоните ,,Круг  Г/К,C60,,Завод Темп,Москва
4306, ,,, 70,,звоните ,,Круг  Г/К,12ХН3А,,Завод Темп,Москва
4307, ,,, 60,,звоните ,,Круг  Г/К,18Х2Н4МА,,Завод Темп,Москва
4308, ,,, 60,,звоните ,,Круг  Г/К,38ХС,,Завод Темп,Москва
4309, ,,, 70,,звоните ,,Круг  Г/К,15Х11МФ,,Завод Темп,Москва
4310, ,,, 45,,звоните ,,Круг  Г/К,30ХН2МФА,,Завод Темп,Москва
4311, ,,, 70,,звоните ,,Круг  Г/К,5ХВ2СФ,,Завод Темп,Москва
4312, ,,, 45,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4313, ,,, 42,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4314, ,,, 42,,звоните ,,Круг  Г/К,18Х2Н4МА,,Завод Темп,Москва
4315, ,,, 40,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4316, ,,, 40,,звоните ,,Круг  Г/К,25Х2ГНТА-Ш,,Завод Темп,Москва
4317, ,,, 40,,звоните ,,Круг  Г/К,ст25,,Завод Темп,Москва
4318, ,,, 40,,звоните ,,Круг  Г/К,18ХГТА,,Завод Темп,Москва
4319, ,,, 38,,звоните ,,Круг  Г/К,30ХГСА,,Завод Темп,Москва
4320, ,,, 38,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4321, ,,, 36,,звоните ,,Круг  Г/К,У10А,,Завод Темп,Москва
4322, ,,, 36,,звоните ,,Круг  Г/К,50А,,Завод Темп,Москва
4323, ,,, 36,,106 800 ,,Круг  Г/К,4Х3ВМФ,,Завод Темп,Москва
4324, ,,, 36,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4325, ,,, 16,,90 000 ,бухты,Круг  Г/К,60С2А,,Завод Темп,Москва
4326, ,,, 18,,813 600 ,,Круг  Г/К,45ХН2МФА-Ш,,Завод Темп,Москва
4327, ,,, 20,,106 800 ,,Круг  Г/К,4Х3ВМФ,,Завод Темп,Москва
4328, ,,, 30,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4329, ,,, 30,,звоните ,,Круг  Г/К,3Х3М3Ф,,Завод Темп,Москва
4330, ,,, 30,,звоните ,,Круг  Г/К,ХВГ,,Завод Темп,Москва
4331, ,,, 32,,звоните ,,Круг  Г/К,18ХГТА,,Завод Темп,Москва
4332, ,,, 32,,звоните ,,Круг  Г/К,20ХГСНМ,,Завод Темп,Москва
4333, ,,, 32,,звоните ,,Круг  Г/К,ст45,,Завод Темп,Москва
4334, ,,, 34,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4335, ,,, 34,,звоните ,,Круг  Г/К,30ХГСА,,Завод Темп,Москва
4336, ,,, 34,,звоните ,,Круг  Г/К,ст40,,Завод Темп,Москва
4337, ,,, 45,,звоните ,,Круг  Г/К,35ХМ,,Завод Темп,Москва
4338, ,,, 45,,звоните ,,Круг  Г/К,45ХН2МФА-Ш,,Завод Темп,Москва
4339, ,,, 46,,звоните ,,Круг  Г/К,45ХН2МФА-Ш,,Завод Темп,Москва
4340, ,,, 48,,звоните ,,Круг  Г/К,ст25,,Завод Темп,Москва
4341, ,,, 67,,1 140 000 ,,Круг  Г/К,07Х16Н6-Ш,,Завод Темп,Москва
4342, ,,, 65,,звоните ,,Круг  Г/К,12Х18Н10Т,,Завод Темп,Москва
4343, ,,, 60,,звоните ,,Круг  Г/К,20Х13,,Завод Темп,Москва
4344, ,,, 60,,звоните ,,Круг  Г/К,12Х13-Ш,,Завод Темп,Москва
4345, ,,, 56,,звоните ,,Круг  Г/К,20Х13,,Завод Темп,Москва
4346, ,,, 52,,звоните ,,Круг  Г/К,08Х17Н6Т,,Завод Темп,Москва
4347, ,,, 50,,звоните ,,Круг  Г/К,12Х13-Ш,,Завод Темп,Москва
4348, ,,, 48,,звоните ,,Круг  Г/К,20Х13,,Завод Темп,Москва
4349, ,,, 55,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4350, ,,, 55,,звоните ,,Круг  Г/К,25Х1МФ,,Завод Темп,Москва
4351, ,,, 55,,звоните ,,Круг  Г/К,ст20,,Завод Темп,Москва
4352, ,,, 54,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4353, ,,, 53,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4354, ,,, 90,,звоните ,,Круг  Г/К,12Х18Н10Т,,Завод Темп,Москва
4355, ,,, 50,,звоните ,,Круг  Г/К,6ХВ2С,,Завод Темп,Москва
4356, ,,, 50,,звоните ,,Круг  Г/К,3Х3М3Ф,,Завод Темп,Москва
4357, ,,, 50,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4358, ,,, 50,,звоните ,,Круг  Г/К,20ХНР,,Завод Темп,Москва
4359, ,,, 50,,звоните ,,Круг  Г/К,18Х2Н4ВА-Ш,,Завод Темп,Москва
4360, ,,, 50,,звоните ,,Круг  Г/К,10895,,Завод Темп,Москва
4361, ,,, 44,,звоните ,,Круг  Г/К,12Х18Н10Т,,Завод Темп,Москва
4362, ,,, 42,,звоните ,,Круг  Г/К,40Х13,,Завод Темп,Москва
4363, ,,, 40,,звоните ,,Круг  Г/К,40Х13,,Завод Темп,Москва
4364, ,,, 38,,звоните ,,Круг  Г/К,40Х13,,Завод Темп,Москва
4365, ,,, 36,,звоните ,,Круг  Г/К,40Х13,,Завод Темп,Москва
4366, ,,, 270,,звоните ,,Круг  Г/К,45Х1,,Завод Темп,Москва
4367, ,,, 48,,звоните ,,Круг  Г/К,30ХГСА,,Завод Темп,Москва
4368, ,,, 48,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4369, ,,, 50,,звоните ,,Круг  Г/К,45Х1,,Завод Темп,Москва
4370, ,,, 72,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4371, ,,, 36,,108 000 ,,Круг  Г/К,20ХГСНМ,,Завод Темп,Москва
4372, ,,, 250,,348 000 ,,Круг  Г/К,38ХН3МФА,,Завод Темп,Москва
4373, ,,, 85,,звоните ,,Круг  Г/К,30ХГСА-Ш,,Завод Темп,Москва
4374, ,,, 72,,звоните ,,Круг  Г/К,C60,,Завод Темп,Москва
4375, ,,, 85,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4376, ,,, 85,,звоните ,,Круг  Г/К,20Х2Н4А-Ш,,Завод Темп,Москва
4377, ,,, 80,,звоните ,,Круг  Г/К,5ХНМ,,Завод Темп,Москва
4378, ,,, 180,,звоните ,,Круг  Г/К,ст20,,Завод Темп,Москва
4379, ,,, 180,,звоните ,,Круг  Г/К,20ХН3А,,Завод Темп,Москва
4380, ,,, 180,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4381, ,,, 180,,звоните ,,Круг  Г/К,30Х2ГСН2ВМ,,Завод Темп,Москва
4382, ,,, 180,,348 000 ,,Круг  Г/К,38ХН3МФА,,Завод Темп,Москва
4383, ,,, 180,,звоните ,,Круг  Г/К,40ХН2МА-Ш,,Завод Темп,Москва
4384, ,,, 180,,звоните ,,Круг  Г/К,C60,,Завод Темп,Москва
4385, ,,, 185,,960 000 ,,Круг  Г/К,18Х2Н4МА-Ш,,Завод Темп,Москва
4386, ,,, 190,,звоните ,,Круг  Г/К,40ХН2МА,,Завод Темп,Москва
4387, ,,, 200,,146 400 ,,Круг  Г/К,40ХН2МА,,Завод Темп,Москва
4388, ,,, 200,,звоните ,,Круг  Г/К,ХВГ,,Завод Темп,Москва
4389, ,,, 150,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4390, ,,, 210,,348 000 ,,Круг  Г/К,38ХН3МФА,,Завод Темп,Москва
4391, ,,, 210,,звоните ,,Круг  Г/К,45Х1,,Завод Темп,Москва
4392, ,,, 85,,звоните ,,Круг  Г/К,30ХН2МФА,,Завод Темп,Москва
4393, ,,, 170,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4394, ,,, 87,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4395, ,,, 90,,звоните ,,Круг  Г/К,15Х1М1Ф,,Завод Темп,Москва
4396, ,,, 160,,звоните ,,Круг  Г/К,40Х13,,Завод Темп,Москва
4397, ,,, 140,,звоните ,,Круг  Г/К,40ХФА,,Завод Темп,Москва
4398, ,,, 160,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4399, ,,, 230,,звоните ,,Круг  Г/К,40Х13,,Завод Темп,Москва
4400, ,,, 160,,звоните ,,Круг  Г/К,40ХМФА,,Завод Темп,Москва
4401, ,,, 140,,звоните ,,Круг  Г/К,40ХН2МА-Ш,,Завод Темп,Москва
4402, ,,, 140,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4403, ,,, 140,,звоните ,,Круг  Г/К,12Х2Н4А,,Завод Темп,Москва
4404, ,,, 160,,звоните ,,Круг  Г/К,45Х1,,Завод Темп,Москва
4405, ,,, 220,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4406, ,,, 250,,звоните ,,Круг  Г/К,40Х,,Завод Темп,Москва
4407, ,,, 95,,звоните ,,Круг  Г/К,C60,,Завод Темп,Москва
4408, ,,, 95,,звоните ,,Круг  Г/К,45Г17Ю3,,Завод Темп,Москва
4409, ,,, 165,,звоните ,,Круг  Г/К,12ХН3А,,Завод Темп,Москва
4410, ,,, 95,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4411, ,,, 90,,звоните ,,Круг  Г/К,C60,,Завод Темп,Москва
4412, ,,, 90,,звоните ,,Круг  Г/К,5Х3В3МФС,,Завод Темп,Москва
4413, ,,, 90,,звоните ,,Круг  Г/К,30ХГСА,,Завод Темп,Москва
4414, ,,, 170,,звоните ,,Круг  Г/К,20ХН3А,,Завод Темп,Москва
4415, ,,, 90,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4416, ,,, 100,,звоните ,,Круг  Г/К,25Х1МФ,,Завод Темп,Москва
4417, ,,, 230,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4418, ,,, 210,,звоните ,,Круг  Г/К,3сп,,Завод Темп,Москва
4419, ,,, 145,,звоните ,,Круг  Г/К,ст20,,Завод Темп,Москва
4420, ,,, 120,,звоните ,,Круг  Г/К,20Х3МВФА-Ш,,Завод Темп,Москва
4421, ,,, 110,,звоните ,,Круг  Г/К,20ХГНР,,Завод Темп,Москва
