,Наименование,Размер,ГОСТ,Компания,Город,Тип_продукции,Размер_A,Размер_B,Типоразмер,Марка,Минимальная_длина,Максимальная_длина,Упаковка,Примечание_для_цены,Тип_материала,Основная_марка,Свариваемость,Тип_стандарта,Номер_стандарта,Год_стандарта,Категория_цены,Звоните,Цена,Условие_цены
0,Труба ВГП,15х2.5,ГОСТ 3262-75,Новосталь-Маркет,Москва,Габарит,15.0,2.5,,,,,,,Сталь,1,0,ГОСТ,3262,0,р./т,False,60690.0,
1,Труба ВГП,50х3.5,ГОСТ 3262-75,Сталепромышленная компания,Краснодар,Габарит,50.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,61500.0,>10т
2,Труба ВГП,40х3.5,ГОСТ 3262-75,Сталепромышленная компания,Краснодар,Габарит,40.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
3,Труба ВГП,40х3,ГОСТ 3262-75,Сталепромышленная компания,Краснодар,Профиль ГОСТ/СТО,,,40.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
4,Труба ВГП,32х3.2,ГОСТ 3262-75,Сталепромышленная компания,Краснодар,Габарит,32.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
5,Труба ВГП,32х2.8,ГОСТ 3262-75,Сталепромышленная компания,Краснодар,Габарит,32.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
6,Труба ВГП,25х3.2,ГОСТ 3262-75,Сталепромышленная компания,Краснодар,Габарит,25.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64000.0,>10т
7,Труба ВГП,25х2.8,ГОСТ 3262-75,Сталепромышленная компания,Краснодар,Габарит,25.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64000.0,>10т
8,Труба ВГП,20х2.8,ГОСТ 3262-75,Сталепромышленная компания,Краснодар,Габарит,20.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64000.0,>10т
9,Труба ВГП,20х2.5,ГОСТ 3262-75,Сталепромышленная компания,Краснодар,Габарит,20.0,2.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64500.0,>10т
10,Труба ВГП,15х2.8,ГОСТ 3262-75,Сталепромышленная компания,Краснодар,Габарит,15.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65000.0,>10т
11,Труба ВГП,15х2.5,ГОСТ 3262-75,Сталепромышленная компания,Краснодар,Габарит,15.0,2.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,61000.0,>10т
12,Труба ВГП,50х3.5,ГОСТ 3262-75,Сталепромышленная компания,Благовещенск,Габарит,50.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,82000.0,>10т
13,Труба ВГП,40х3.5,ГОСТ 3262-75,Сталепромышленная компания,Благовещенск,Габарит,40.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,82000.0,>10т
14,Труба ВГП,32х3.2,ГОСТ 3262-75,Сталепромышленная компания,Благовещенск,Габарит,32.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,82000.0,>10т
15,Труба ВГП,25х3.2,ГОСТ 3262-75,Сталепромышленная компания,Благовещенск,Габарит,25.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,82500.0,>10т
16,Труба ВГП,25х2.8,ГОСТ 3262-75,Сталепромышленная компания,Благовещенск,Габарит,25.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,82500.0,>10т
17,Труба ВГП,20х2.8,ГОСТ 3262-75,Сталепромышленная компания,Благовещенск,Габарит,20.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,82500.0,>10т
18,Труба ВГП,15х2.8,ГОСТ 3262-75,Сталепромышленная компания,Благовещенск,Габарит,15.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,82500.0,>10т
19,Труба ВГП,40х3,ГОСТ 3262-75,Сталепромышленная компания,Белгород,Профиль ГОСТ/СТО,,,40.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64500.0,>10т
20,Труба ВГП,32х3.2,ГОСТ 3262-75,Сталепромышленная компания,Белгород,Габарит,32.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64500.0,>10т
21,Труба ВГП,32х2.8,ГОСТ 3262-75,Сталепромышленная компания,Белгород,Габарит,32.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64500.0,>10т
22,Труба ВГП,25х3.2,ГОСТ 3262-75,Сталепромышленная компания,Белгород,Габарит,25.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65000.0,>10т
23,Труба ВГП,25х2.8,ГОСТ 3262-75,Сталепромышленная компания,Белгород,Габарит,25.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65000.0,>10т
24,Труба ВГП,20х2.8,ГОСТ 3262-75,Сталепромышленная компания,Белгород,Габарит,20.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65700.0,>10т
25,Труба ВГП,15х2.8,ГОСТ 3262-75,Сталепромышленная компания,Белгород,Габарит,15.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,66800.0,>10т
26,Труба ВГП,15х2.5,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Габарит,15.0,2.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,66200.0,>10т
27,Труба ВГП,50х3.5,ГОСТ 3262-75,Сталепромышленная компания,Кемерово,Габарит,50.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64000.0,>10т
28,Труба ВГП,15х2.8,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Габарит,15.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,66200.0,>10т
29,Труба ВГП,20х3.2,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Габарит,20.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,66200.0,>10т
30,Труба ВГП,40х3.5,ГОСТ 3262-75,Сталепромышленная компания,Курган,Габарит,40.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63860.0,>10т
31,Труба ВГП,40х3,ГОСТ 3262-75,Сталепромышленная компания,Курган,Профиль ГОСТ/СТО,,,40.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63860.0,>10т
32,Труба ВГП,32х3.2,ГОСТ 3262-75,Сталепромышленная компания,Курган,Габарит,32.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64070.0,>10т
33,Труба ВГП,32х2.8,ГОСТ 3262-75,Сталепромышленная компания,Курган,Габарит,32.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64070.0,>10т
34,Труба ВГП,25х3.2,ГОСТ 3262-75,Сталепромышленная компания,Курган,Габарит,25.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64070.0,>10т
35,Труба ВГП,25х2.8,ГОСТ 3262-75,Сталепромышленная компания,Курган,Габарит,25.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64070.0,>10т
36,Труба ВГП,20х3.2,ГОСТ 3262-75,Сталепромышленная компания,Курган,Габарит,20.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,68390.0,>10т
37,Труба ВГП,20х2.8,ГОСТ 3262-75,Сталепромышленная компания,Курган,Габарит,20.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64790.0,>10т
38,Труба ВГП,20х2.5,ГОСТ 3262-75,Сталепромышленная компания,Курган,Габарит,20.0,2.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64790.0,>10т
39,Труба ВГП,15х2.8,ГОСТ 3262-75,Сталепромышленная компания,Курган,Габарит,15.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65100.0,>10т
40,Труба ВГП,15х2.5,ГОСТ 3262-75,Сталепромышленная компания,Курган,Габарит,15.0,2.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,66130.0,>10т
41,Труба ВГП,80х4,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,80.0,Х4,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,66200.0,>10т
42,Труба ВГП,50х4,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,50.0,Х4,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64160.0,>10т
43,Труба ВГП,50х3.5,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Габарит,50.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64160.0,>10т
44,Труба ВГП,50х3,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,50.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64160.0,>10т
45,Труба ВГП,40х3.5,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Габарит,40.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64160.0,>10т
46,Труба ВГП,40х3,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,40.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64160.0,>10т
47,Труба ВГП,32х3.2,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Габарит,32.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64670.0,>10т
48,Труба ВГП,32х3,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,32.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,67730.0,>10т
49,Труба ВГП,32х2.8,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Габарит,32.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64160.0,>10т
50,Труба ВГП,25х4,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,25.0,Х4,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,67730.0,>10т
51,Труба ВГП,25х3.2,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Габарит,25.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64160.0,>10т
52,Труба ВГП,25х3,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,25.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,67730.0,>10т
53,Труба ВГП,25х2.8,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Габарит,25.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64670.0,>10т
54,Труба ВГП,25х2.5,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Габарит,25.0,2.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,69260.0,>10т
55,Труба ВГП,20х2.8,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Габарит,20.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65180.0,>10т
56,Труба ВГП,50х3,ГОСТ 3262-75,Сталепромышленная компания,Кемерово,Профиль ГОСТ/СТО,,,50.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64000.0,>10т
57,Труба ВГП,40х3.5,ГОСТ 3262-75,Сталепромышленная компания,Кемерово,Габарит,40.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64000.0,>10т
58,Труба ВГП,40х3,ГОСТ 3262-75,Сталепромышленная компания,Кемерово,Профиль ГОСТ/СТО,,,40.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64000.0,>10т
59,Труба ВГП,32х2.8,ГОСТ 3262-75,Сталепромышленная компания,Москва,Габарит,32.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,66000.0,>1т
60,Труба ВГП,40х3,ГОСТ 3262-75,Сталепромышленная компания,Москва,Профиль ГОСТ/СТО,,,40.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>1т
61,Труба ВГП,50х3,ГОСТ 3262-75,Сталепромышленная компания,Москва,Профиль ГОСТ/СТО,,,50.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>1т
62,Труба ВГП,50х3.5,ГОСТ 3262-75,Сталепромышленная компания,Барнаул,Габарит,50.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
63,Труба ВГП,50х3,ГОСТ 3262-75,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,,50.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
64,Труба ВГП,40х3.5,ГОСТ 3262-75,Сталепромышленная компания,Барнаул,Габарит,40.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
65,Труба ВГП,40х3,ГОСТ 3262-75,Сталепромышленная компания,Барнаул,Профиль ГОСТ/СТО,,,40.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
66,Труба ВГП,32х3.2,ГОСТ 3262-75,Сталепромышленная компания,Барнаул,Габарит,32.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
67,Труба ВГП,32х2.8,ГОСТ 3262-75,Сталепромышленная компания,Барнаул,Габарит,32.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
68,Труба ВГП,25х3.2,ГОСТ 3262-75,Сталепромышленная компания,Барнаул,Габарит,25.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
69,Труба ВГП,25х2.8,ГОСТ 3262-75,Сталепромышленная компания,Барнаул,Габарит,25.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
70,Труба ВГП,20х2.8,ГОСТ 3262-75,Сталепромышленная компания,Барнаул,Габарит,20.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
71,Труба ВГП,20х2.5,ГОСТ 3262-75,Сталепромышленная компания,Барнаул,Габарит,20.0,2.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
72,Труба ВГП,15х2.8,ГОСТ 3262-75,Сталепромышленная компания,Барнаул,Габарит,15.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63500.0,>10т
73,Труба ВГП,15х2.8,ГОСТ 3262-75,Сталепромышленная компания,Абакан,Габарит,15.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,70000.0,>10т
74,Труба ВГП,20х2.5,ГОСТ 3262-75,Сталепромышленная компания,Абакан,Габарит,20.0,2.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,70000.0,>10т
75,Труба ВГП,20х2.8,ГОСТ 3262-75,Сталепромышленная компания,Абакан,Габарит,20.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,70000.0,>10т
76,Труба ВГП,25х2.8,ГОСТ 3262-75,Сталепромышленная компания,Абакан,Габарит,25.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,70000.0,>10т
77,Труба ВГП,25х3.2,ГОСТ 3262-75,Сталепромышленная компания,Абакан,Габарит,25.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,70000.0,>10т
78,Труба ВГП,32х2.8,ГОСТ 3262-75,Сталепромышленная компания,Абакан,Габарит,32.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,70000.0,>10т
79,Труба ВГП,32х3.2,ГОСТ 3262-75,Сталепромышленная компания,Абакан,Габарит,32.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,70000.0,>10т
80,Труба ВГП,40х3,ГОСТ 3262-75,Сталепромышленная компания,Абакан,Профиль ГОСТ/СТО,,,40.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,70000.0,>10т
81,Труба ВГП,40х3.5,ГОСТ 3262-75,Сталепромышленная компания,Абакан,Габарит,40.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,70000.0,>10т
82,Труба ВГП,50х3,ГОСТ 3262-75,Сталепромышленная компания,Абакан,Профиль ГОСТ/СТО,,,50.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,70000.0,>10т
83,Труба ВГП,50х3.5,ГОСТ 3262-75,Сталепромышленная компания,Абакан,Габарит,50.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,70000.0,>10т
84,Труба ВГП,25х2.8,ГОСТ 3262-75,Сталепромышленная компания,Москва,Габарит,25.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63000.0,>1т
85,Труба ВГП,20х2.8,ГОСТ 3262-75,Сталепромышленная компания,Москва,Габарит,20.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63000.0,>1т
86,Труба ВГП,15х2.8,ГОСТ 3262-75,Сталепромышленная компания,Москва,Габарит,15.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64500.0,>1т
87,Труба ВГП,100х4.5,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Габарит,100.0,4.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,True,,
88,Труба ВГП,32х3.2,ГОСТ 3262-75,Сталепромышленная компания,Кемерово,Габарит,32.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64000.0,>10т
89,Труба ВГП,32х2.8,ГОСТ 3262-75,Сталепромышленная компания,Кемерово,Габарит,32.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64000.0,>10т
90,Труба ВГП,25х3.2,ГОСТ 3262-75,Сталепромышленная компания,Кемерово,Габарит,25.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64000.0,>10т
91,Труба ВГП,25х2.8,ГОСТ 3262-75,Сталепромышленная компания,Кемерово,Габарит,25.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64000.0,>10т
92,Труба ВГП,20х2.8,ГОСТ 3262-75,Сталепромышленная компания,Кемерово,Габарит,20.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64000.0,>10т
93,Труба ВГП,20х2.5,ГОСТ 3262-75,Сталепромышленная компания,Кемерово,Габарит,20.0,2.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64000.0,>10т
94,Труба ВГП,15х2.8,ГОСТ 3262-75,Сталепромышленная компания,Кемерово,Габарит,15.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64000.0,>10т
95,Труба ВГП,15х2.5,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Габарит,15.0,2.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,68500.0,>10т
96,Труба ВГП,15х2.8,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Габарит,15.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,68500.0,>10т
97,Труба ВГП,15х3.2,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Габарит,15.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,True,,
98,Труба ВГП,20х2.5,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Габарит,20.0,2.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,67980.0,>10т
99,Труба ВГП,20х2.8,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Габарит,20.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,67980.0,>10т
100,Труба ВГП,50х3,ГОСТ 3262-75,Сталепромышленная компания,Курган,Профиль ГОСТ/СТО,,,50.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63860.0,>10т
101,Труба ВГП,20х3.2,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Габарит,20.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,66950.0,>10т
102,Труба ВГП,25х3.2,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Габарит,25.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65410.0,>10т
103,Труба ВГП,32х2.8,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Габарит,32.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65920.0,>10т
104,Труба ВГП,32х3.2,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Габарит,32.0,3.2,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65920.0,>10т
105,Труба ВГП,40х2.8,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Габарит,40.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,True,,
106,Труба ВГП,40х3,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Профиль ГОСТ/СТО,,,40.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65410.0,>10т
107,Труба ВГП,40х3.5,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Габарит,40.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65410.0,>10т
108,Труба ВГП,40х4,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Профиль ГОСТ/СТО,,,40.0,Х4,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,True,,
109,Труба ВГП,50х3,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Профиль ГОСТ/СТО,,,50.0,Х3,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65410.0,>10т
110,Труба ВГП,50х3.5,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Габарит,50.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65410.0,>10т
111,Труба ВГП,65х4,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Профиль ГОСТ/СТО,,,65.0,Х4,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,True,,
112,Труба ВГП,40х3.5,,Мечел-Сервис,Москва,Габарит,40.0,3.5,,,6.0,6.0,,,Сталь,2,0,не указан,,0,р./т,False,62800.0,
113,Труба ВГП,80х4,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Профиль ГОСТ/СТО,,,80.0,Х4,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,True,,
114,Труба ВГП,25х2.8,ГОСТ 3262-75,Сталепромышленная компания,Ижевск,Габарит,25.0,2.8,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,66440.0,>10т
115,Труба ВГП,50х3.5,ГОСТ 3262-75,Сталепромышленная компания,Курган,Габарит,50.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,63860.0,>10т
116,Труба ВГП,20х2.5,ГОСТ 3262-75,Сталепромышленная компания,Екатеринбург,Габарит,20.0,2.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65180.0,>10т
117,Труба ВГП,80х4,ГОСТ 3262-75,Новосталь-Маркет,Москва,Профиль ГОСТ/СТО,,,80.0,Х4,12.0,12.0,,,Сталь,1,0,ГОСТ,3262,0,р./т,False,63342.0,
118,Труба ВГП,50х3.5,ГОСТ 3262-75,Сталепромышленная компания,Владивосток,Габарит,50.0,3.5,,,,,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,73000.0,>10т
119,Труба ВГП,50х3.5,ГОСТ 3262-75,ТрастИнвестСтрой,Москва,Габарит,50.0,3.5,,,,,,,Сталь,ст3,0,ГОСТ,3262,0,р./т,False,65000.0,
120,Труба ВГП,80х3.5,ГОСТ 3262-75,ТрастИнвестСтрой,Москва,Габарит,80.0,3.5,,,,,,,Сталь,ст20,0,ГОСТ,3262,0,р./т,False,65000.0,
121,Труба ВГП,10х2.8,ГОСТ 3262-75,ТрастИнвестСтрой,Москва,Габарит,10.0,2.8,,,,,,,Сталь,ст3,0,ГОСТ,3262,0,р./т,False,167000.0,
122,Труба ВГП,50х3,ГОСТ 3262-75,Новосталь-Маркет,Москва,Профиль ГОСТ/СТО,,,50.0,Х3,10.0,10.0,,,Сталь,1,0,ГОСТ,3262,0,р./т,False,65280.0,
123,Труба ВГП,65х4,ГОСТ 3262-75,Новосталь-Маркет,Москва,Профиль ГОСТ/СТО,,,65.0,Х4,10.0,10.0,,,Сталь,1,0,ГОСТ,3262,0,р./т,False,61914.0,
124,Труба ВГП,40х3,ГОСТ 3262-75,Новосталь-Маркет,Москва,Профиль ГОСТ/СТО,,,40.0,Х3,10.0,10.0,,,Сталь,1,0,ГОСТ,3262,0,р./т,False,65790.0,
125,Труба ВГП,40х3,ГОСТ 3262-75,Новосталь-Маркет,Москва,Профиль ГОСТ/СТО,,,40.0,Х3,6.0,6.0,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,64260.0,
126,Труба ВГП,40х3.5,ГОСТ 3262-75,Новосталь-Маркет,Москва,Габарит,40.0,3.5,,,6.0,6.0,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,65280.0,
127,Труба ВГП,40х3.5,ГОСТ 3262-75,Новосталь-Маркет,Москва,Габарит,40.0,3.5,,,,,,,Сталь,1,0,ГОСТ,3262,0,р./т,False,65280.0,
128,Труба ВГП,40х3.5,ГОСТ 3262-75,Новосталь-Маркет,Москва,Габарит,40.0,3.5,,,10.0,10.0,,,Сталь,1,0,ГОСТ,3262,0,р./т,False,65280.0,
129,Труба ВГП,40х3,ГОСТ 3262-75,Новосталь-Маркет,Москва,Профиль ГОСТ/СТО,,,40.0,Х3,,,,,Сталь,1,0,ГОСТ,3262,0,р./т,False,64260.0,
130,Труба ВГП,40х3,ГОСТ 3262-75,Новосталь-Маркет,Москва,Профиль ГОСТ/СТО,,,40.0,Х3,7.8,7.8,,,Сталь,1,0,ГОСТ,3262,0,р./т,False,64260.0,
131,Труба ВГП,32х3.2,ГОСТ 3262-75,Новосталь-Маркет,Москва,Габарит,32.0,3.2,,,6.0,6.0,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,66300.0,
132,Труба ВГП,100х4,ГОСТ 3262-75,Новосталь-Маркет,Москва,Профиль ГОСТ/СТО,,,100.0,Х4,10.0,10.0,,,Не указан,не указан,0,ГОСТ,3262,0,р./т,False,45900.0,
133,Труба ВГП,100х4.5,ГОСТ 3262-75,Новосталь-Маркет,Москва,Габарит,100.0,4.5,,,12.0,12.0,,,Сталь,1,0,ГОСТ,3262,0,р./т,False,70380.0,
