,Наименование,Размер,ГОСТ,Компания,Город,Тип_продукции,Размер_A,Размер_B,Типоразмер,Марка,Минимальная_длина,Максимальная_длина,Упаковка,Примечание_для_цены,Тип_материала,Основная_марка,Свариваемость,Тип_стандарта,Номер_стандарта,Год_стандарта,Категория_цены,Звоните,Цена,Условие_цены
292,Труба б/ш г/д,426х9,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,426.0,Х9,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,165000.0,>10т
293,Труба б/ш г/д,377х10,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,377.0,Х10,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,170000.0,>10т
294,Труба б/ш г/д,377х9,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,377.0,Х9,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,170000.0,>10т
295,Труба б/ш г/д,377х10,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,377.0,Х10,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,168000.0,>10т
296,Труба б/ш г/д,377х9,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,377.0,Х9,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,165000.0,>10т
297,Труба б/ш г/д,325х12,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,325.0,Х12,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,163000.0,>10т
298,Труба б/ш г/д,325х10,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,325.0,Х10,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,152000.0,>10т
299,Труба б/ш г/д,325х9,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,325.0,Х9,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,163000.0,>10т
300,Труба б/ш г/д,325х8,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,325.0,Х8,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,153000.0,>10т
301,Труба б/ш г/д,325х10,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,325.0,Х10,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,154000.0,>10т
302,Труба б/ш г/д,426х12,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,426.0,Х12,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,165000.0,>10т
303,Труба б/ш г/д,325х9,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,325.0,Х9,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,158000.0,>10т
304,Труба б/ш г/д,325х14,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,325.0,Х14,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,166000.0,
305,Труба б/ш г/д,325х9,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,325.0,Х9,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,171000.0,
306,Труба б/ш г/д,426х10,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,426.0,Х10,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,176000.0,
307,Труба б/ш г/д,426х9,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,426.0,Х9,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,176000.0,
308,Труба б/ш г/д,426х8,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,426.0,Х8,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,176000.0,
309,Труба б/ш г/д,426х14,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,426.0,Х14,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,171000.0,
310,Труба б/ш г/д,426х12,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,426.0,Х12,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,171000.0,
311,Труба б/ш г/д,426х11,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,426.0,Х11,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,171000.0,
312,Труба б/ш г/д,426х10,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,426.0,Х10,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,171000.0,
313,Труба б/ш г/д,426х9,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,426.0,Х9,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,171000.0,
314,Труба б/ш г/д,426х8,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,426.0,Х8,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,171000.0,
315,Труба б/ш г/д,377х12,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,377.0,Х12,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,176000.0,
316,Труба б/ш г/д,377х11,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,377.0,Х11,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,176000.0,
317,Труба б/ш г/д,325х8,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,325.0,Х8,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,171000.0,
318,Труба б/ш г/д,377х10,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,377.0,Х10,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,176000.0,
319,Труба б/ш г/д,377х8,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,377.0,Х8,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,176000.0,
320,Труба б/ш г/д,377х12,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,377.0,Х12,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,171000.0,
321,Труба б/ш г/д,377х11,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,377.0,Х11,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,171000.0,
322,Труба б/ш г/д,377х10,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,377.0,Х10,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,171000.0,
323,Труба б/ш г/д,377х9,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,377.0,Х9,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,171000.0,
324,Труба б/ш г/д,377х8,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,377.0,Х8,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,171000.0,
325,Труба б/ш г/д,325х14,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,325.0,Х14,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,171000.0,
326,Труба б/ш г/д,325х13,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,325.0,Х13,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,171000.0,
327,Труба б/ш г/д,325х12,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,325.0,Х12,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,171000.0,
328,Труба б/ш г/д,325х11,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,325.0,Х11,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,171000.0,
329,Труба б/ш г/д,325х10,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,325.0,Х10,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,171000.0,
330,Труба б/ш г/д,377х9,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,377.0,Х9,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,176000.0,
331,Труба б/ш г/д,168х5,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,168.0,Х5,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,156000.0,
332,Труба б/ш г/д,325х8,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,325.0,Х8,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,154000.0,>10т
333,Труба б/ш г/д,273х8,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,273.0,Х8,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,140000.0,>10т
334,Труба б/ш г/д,219х6,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,219.0,Х6,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,171000.0,
335,Труба б/ш г/д,219х14,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,219.0,Х14,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,156000.0,
336,Труба б/ш г/д,219х12,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,219.0,Х12,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,156000.0,
337,Труба б/ш г/д,219х10,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,219.0,Х10,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,156000.0,
338,Труба б/ш г/д,219х9,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,219.0,Х9,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,156000.0,
339,Труба б/ш г/д,219х8,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,219.0,Х8,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,156000.0,
340,Труба б/ш г/д,219х7,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,219.0,Х7,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,156000.0,
341,Труба б/ш г/д,219х6,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,219.0,Х6,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,150000.0,
342,Труба б/ш г/д,219х10,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,219.0,Х10,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,137000.0,>10т
343,Труба б/ш г/д,219х8,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,219.0,Х8,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,144000.0,>10т
344,Труба б/ш г/д,168х14,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,168.0,Х14,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,161000.0,
345,Труба б/ш г/д,219х7,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,219.0,Х7,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,161000.0,
346,Труба б/ш г/д,168х12,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,168.0,Х12,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,161000.0,
347,Труба б/ш г/д,168х9,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,168.0,Х9,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,161000.0,
348,Труба б/ш г/д,168х8,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,168.0,Х8,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,161000.0,
349,Труба б/ш г/д,168х7,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,168.0,Х7,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,161000.0,
350,Труба б/ш г/д,168х6,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,168.0,Х6,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,161000.0,
351,Труба б/ш г/д,168х5,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,168.0,Х5,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,161000.0,
352,Труба б/ш г/д,168х14,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,168.0,Х14,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,156000.0,
353,Труба б/ш г/д,168х12,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,168.0,Х12,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,156000.0,
354,Труба б/ш г/д,426х12,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,426.0,Х12,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,176000.0,
355,Труба б/ш г/д,168х9,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,168.0,Х9,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,156000.0,
356,Труба б/ш г/д,168х8,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,168.0,Х8,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,156000.0,
357,Труба б/ш г/д,168х7,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,168.0,Х7,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,156000.0,
358,Труба б/ш г/д,168х10,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,168.0,Х10,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,161000.0,
359,Труба б/ш г/д,273х10,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,273.0,Х10,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,138000.0,>10т
360,Труба б/ш г/д,219х8,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,219.0,Х8,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,161000.0,
361,Труба б/ш г/д,219х10,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,219.0,Х10,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,158000.0,
362,Труба б/ш г/д,273х7,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,273.0,Х7,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,145000.0,>10т
363,Труба б/ш г/д,273х10,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,273.0,Х10,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,140000.0,>10т
364,Труба б/ш г/д,273х9,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,273.0,Х9,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,140000.0,>10т
365,Труба б/ш г/д,273х8,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,273.0,Х8,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,140000.0,>10т
366,Труба б/ш г/д,273х7,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,273.0,Х7,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,140000.0,>10т
367,Труба б/ш г/д,245х10,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,245.0,Х10,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,145000.0,>10т
368,Труба б/ш г/д,245х8,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,245.0,Х8,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,145000.0,>10т
369,Труба б/ш г/д,245х10,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,245.0,Х10,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,141000.0,>10т
370,Труба б/ш г/д,245х8,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,245.0,Х8,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,145000.0,>10т
371,Труба б/ш г/д,159х4.5,ГОСТ 8732-78,Сталепромышленная компания,Ижевск,Габарит,159.0,4.5,,,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,146280.0,>10т
372,Труба б/ш г/д,219х12,ГОСТ 8732-78,Сталепромышленная компания,Екатеринбург,Профиль ГОСТ/СТО,,,219.0,Х12,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,140500.0,>10т
373,Труба б/ш г/д,219х9,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,219.0,Х9,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,161000.0,
374,Труба б/ш г/д,273х9,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,273.0,Х9,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,166000.0,
375,Труба б/ш г/д,273х7,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,273.0,Х7,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,166000.0,
376,Труба б/ш г/д,273х6,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,273.0,Х6,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,166000.0,
377,Труба б/ш г/д,273х14,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,273.0,Х14,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,161000.0,
378,Труба б/ш г/д,273х12,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,273.0,Х12,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,161000.0,
379,Труба б/ш г/д,273х10,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,273.0,Х10,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,161000.0,
380,Труба б/ш г/д,273х9,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,273.0,Х9,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,161000.0,
381,Труба б/ш г/д,273х8,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,273.0,Х8,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,161000.0,
382,Труба б/ш г/д,273х7,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,273.0,Х7,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,161000.0,
383,Труба б/ш г/д,273х6,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,273.0,Х6,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,161000.0,
384,Труба б/ш г/д,219х14,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,219.0,Х14,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,161000.0,
385,Труба б/ш г/д,219х12,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,219.0,Х12,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,160000.0,
386,Труба б/ш г/д,273х8,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,273.0,Х8,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,155000.0,
387,Труба б/ш г/д,159х5,ГОСТ 8732-78,Сталепромышленная компания,Ижевск,Профиль ГОСТ/СТО,,,159.0,Х5,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,146280.0,>10т
388,Труба б/ш г/д,133х5,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,133.0,Х5,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,152000.0,
389,Труба б/ш г/д,159х7,ГОСТ 8732-78,Сталепромышленная компания,Ижевск,Профиль ГОСТ/СТО,,,159.0,Х7,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,146280.0,>10т
390,Труба б/ш г/д,68х3,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,68.0,Х3,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,186000.0,
391,Труба б/ш г/д,68х10,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,68.0,Х10,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,166000.0,
392,Труба б/ш г/д,68х8,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,68.0,Х8,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,166000.0,
393,Труба б/ш г/д,68х6,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,68.0,Х6,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,171000.0,
394,Труба б/ш г/д,68х5,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,68.0,Х5,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,171000.0,
395,Труба б/ш г/д,68х4,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,68.0,Х4,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,171000.0,
396,Труба б/ш г/д,68х3.5,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Габарит,68.0,3.5,,,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,181000.0,
397,Труба б/ш г/д,68х3,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,68.0,Х3,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,181000.0,
398,Труба б/ш г/д,57х3,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,57.0,Х3,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,186000.0,
399,Труба б/ш г/д,57х10,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,57.0,Х10,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,171000.0,
400,Труба б/ш г/д,57х8,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,57.0,Х8,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,171000.0,
401,Труба б/ш г/д,57х7,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,57.0,Х7,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,176000.0,
402,Труба б/ш г/д,68х3.5,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Габарит,68.0,3.5,,,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,186000.0,
403,Труба б/ш г/д,57х6,ГОСТ 8732-78,ТрастИнвестСтрой,Москва,Профиль ГОСТ/СТО,,,57.0,Х6,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,176000.0,
404,Труба б/ш г/д,38х4,ГОСТ 8732-78,Сталепромышленная компания,Курган,Профиль ГОСТ/СТО,,,38.0,Х4,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,174370.0,>10т
405,Труба б/ш г/д,45х3.5,ГОСТ 8732-78,Сталепромышленная компания,Курган,Габарит,45.0,3.5,,,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,174370.0,>10т
406,Труба б/ш г/д,45х4,ГОСТ 8732-78,Сталепромышленная компания,Курган,Профиль ГОСТ/СТО,,,45.0,Х4,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,174370.0,>10т
407,Труба б/ш г/д,51х4,ГОСТ 8732-78,Сталепромышленная компания,Курган,Профиль ГОСТ/СТО,,,51.0,Х4,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,174370.0,>10т
408,Труба б/ш г/д,57х3.5,ГОСТ 8732-78,Сталепромышленная компания,Курган,Габарит,57.0,3.5,,,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,157280.0,>10т
409,Труба б/ш г/д,57х4,ГОСТ 8732-78,Сталепромышленная компания,Курган,Профиль ГОСТ/СТО,,,57.0,Х4,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,157280.0,>10т
410,Труба б/ш г/д,57х5,ГОСТ 8732-78,Сталепромышленная компания,Курган,Профиль ГОСТ/СТО,,,57.0,Х5,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,161300.0,>10т
411,Труба б/ш г/д,57х6,ГОСТ 8732-78,Сталепромышленная компания,Курган,Профиль ГОСТ/СТО,,,57.0,Х6,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,161300.0,>10т
412,Труба б/ш г/д,57х3.5,ГОСТ 8732-78,Сталепромышленная компания,Курган,Габарит,57.0,3.5,,,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,162310.0,>10т
413,Труба б/ш г/д,57х4,ГОСТ 8732-78,Сталепромышленная компания,Курган,Профиль ГОСТ/СТО,,,57.0,Х4,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,162310.0,>10т
414,Труба б/ш г/д,57х5,ГОСТ 8732-78,Сталепромышленная компания,Курган,Профиль ГОСТ/СТО,,,57.0,Х5,,,,,Сталь,09г2с,0,ГОСТ,8732,0,р./т,False,162310.0,>10т
415,Труба б/ш г/д,60х3.5,ГОСТ 8732-78,Сталепромышленная компания,Курган,Габарит,60.0,3.5,,,,,,,Сталь,ст20,0,ГОСТ,8732,0,р./т,False,166330.0,>10т
